Laa,ndaa,Haau,mmw,gravy,aroma,locus_tag
449,20,4.0644,127.64,-0.1223,0.0668,b2069
647,20,4.1331,128.51,-0.0873,0.0804,b2070
152,19,4.0636,131.69,-0.3618,0.1118,b2071
252,20,4.0381,125.39,+0.1190,0.0714,b2072
218,20,4.0776,128.42,-0.0922,0.1009,b2073
18,11,3.1972,133.72,+1.9889,0.1111,b4667
17,10,3.0575,130.63,+2.3647,0.1176,b4668
414,19,3.9558,125.06,-0.2283,0.0459,b2074
1039,20,3.9879,125.74,+0.3741,0.0597,b2075
1024,20,4.0284,126.28,+0.2814,0.0654,b2076
470,20,3.9127,126.00,+0.7945,0.0936,b2077
466,20,4.0590,129.26,-0.2122,0.0773,b2078
239,20,4.0297,133.10,-0.2904,0.0669,b2079
109,19,3.9110,126.96,-0.7349,0.0917,b2080
452,20,4.1842,130.94,-0.4150,0.0951,b2081
71,20,4.1496,134.64,-0.5127,0.0986,b2082
,,,,,,b2083
104,18,4.0131,126.82,-0.1298,0.0673,b2085
298,20,4.0364,125.03,+0.0235,0.0503,b2086
,,,,,,b4498
98,19,3.7581,134.28,-1.0000,0.0612,b2088
287,20,4.1949,134.36,-0.5157,0.1185,b2089
345,20,4.1205,125.96,+0.1339,0.0725,b2091
450,20,3.9833,125.16,+0.8218,0.0867,b2092
93,19,4.0407,126.32,+0.2892,0.0323,b2093
149,20,4.0916,130.49,-0.0094,0.0671,b2094
419,20,4.1595,130.09,-0.1255,0.0883,b2095
283,20,4.1038,126.36,-0.0982,0.0601,b2096
349,20,4.0881,126.78,-0.1539,0.0831,b2097
424,20,4.0274,129.36,+0.7241,0.1722,b2098
333,20,4.0249,124.53,+0.0252,0.0571,b2099
320,20,4.0243,125.00,+0.1825,0.0688,b2100
247,20,4.0862,131.89,-0.3146,0.0729,b2101
271,20,4.1693,134.08,-0.3572,0.1476,b2102
265,20,4.0523,125.50,-0.0445,0.0528,b2103
261,20,3.9953,122.19,+0.2161,0.0460,b2104
89,18,3.8592,130.20,-0.3169,0.0112,b2105
273,20,4.0631,128.89,+0.2784,0.0989,b2106
111,19,4.0770,128.98,-0.2568,0.1261,b2107
343,20,4.0003,125.12,-0.0055,0.0700,b2108
825,20,4.1309,129.69,-0.4962,0.1224,b2109
238,19,4.0435,129.11,-0.1445,0.0714,b2110
179,18,3.9293,123.66,+0.0380,0.0894,b2111
92,20,4.1265,126.57,-0.0750,0.0870,b2112
368,20,4.1176,126.14,-0.0076,0.0516,b2113
676,20,4.1968,130.60,-0.3062,0.1065,b2114
,,,,,,b4499
1209,20,4.1174,132.09,-0.3316,0.0976,b2118
104,18,3.9300,137.76,-0.5077,0.1058,b4541
361,20,4.0690,127.52,-0.1895,0.0609,b2119
758,20,4.0163,127.83,-0.1088,0.0660,b2120
377,20,4.0739,129.34,-0.1374,0.0557,b2121
,,,,,,b2122
152,17,3.8245,126.20,-0.1592,0.0789,b2123
155,20,4.0503,133.00,-0.3413,0.0710,b2124
238,19,4.0403,132.51,-0.1685,0.0672,b2125
560,20,4.1087,128.63,+0.1716,0.0750,b2126
242,20,4.0383,133.29,-0.3583,0.0785,b2127
34,11,3.1688,120.76,+1.5706,0.1176,b4542
242,19,3.7835,122.83,+0.9917,0.0868,b2128
307,20,4.0078,129.66,-0.1261,0.0554,b2129
384,20,3.8377,124.76,+1.0383,0.0885,b2130
304,19,3.9560,124.79,-0.0724,0.0757,b2131
764,20,4.0930,127.06,-0.2628,0.0772,b2132
570,20,4.1638,131.11,-0.4493,0.0947,b2133
309,20,4.0534,127.20,-0.0625,0.0680,b2134
194,20,4.0007,129.05,+0.8206,0.1443,b2135
191,20,3.9737,129.51,+0.3827,0.1099,b2136
252,20,4.0686,124.37,+0.0722,0.0516,b2137
,,,,,,b2139
26,10,3.0130,131.20,+2.4885,0.1538,b4679
314,20,4.1154,129.64,-0.1707,0.0669,b2140
131,20,3.9159,128.16,+1.1191,0.1221,b2141
230,20,3.9285,123.75,+1.0348,0.0870,b2142
293,20,4.0246,125.15,-0.0055,0.0785,b2143
238,20,4.0926,132.04,+0.0063,0.1134,b2144
78,18,3.8850,134.87,+0.6769,0.2308,b2145
411,20,4.0843,125.51,-0.0939,0.0584,b2146
410,20,4.1944,127.57,-0.1159,0.0756,b2147
335,19,3.8509,123.69,+0.9997,0.1194,b2148
505,20,4.1000,129.43,-0.1588,0.0574,b2149
331,19,3.9498,125.46,-0.2801,0.0604,b2150
345,20,4.0699,125.86,+0.0241,0.0464,b2151
384,20,3.9531,130.63,+0.6102,0.1406,b2152
221,19,4.0932,129.69,-0.1303,0.0498,b2153
277,20,4.2037,130.32,-0.3282,0.1191,b2154
662,20,4.1156,129.41,-0.6035,0.1027,b2155
488,20,4.0432,127.49,+0.6129,0.1475,b2156
292,20,4.0342,129.57,+0.0106,0.0616,b2157
348,20,3.9223,123.57,+0.9937,0.0948,b2158
284,20,4.1124,128.33,-0.2109,0.0845,b2159
361,20,4.1106,127.60,-0.0211,0.0637,b2160
415,20,3.8881,122.26,+0.9754,0.0988,b2161
312,20,4.1076,125.70,+0.1154,0.0609,b2162
218,20,4.1204,133.36,-0.0931,0.1147,b2163
415,20,3.8648,122.31,+0.9880,0.1036,b2164
311,20,3.9878,123.35,+0.1887,0.0482,b2165
312,20,4.0881,125.14,+0.0519,0.0737,b2166
562,20,3.8891,120.10,+0.5822,0.0587,b2167
311,20,4.0749,126.07,+0.0537,0.0707,b2168
375,19,3.9003,123.34,-0.0339,0.0347,b2169
392,20,4.0135,126.68,+0.8367,0.1199,b2170
83,18,3.9415,124.10,-0.1867,0.0241,b4502
189,19,4.0522,131.15,-0.3915,0.0847,b2171
487,20,4.1484,128.66,-0.1185,0.0657,b2172
327,20,4.0371,128.00,-0.2355,0.0459,b2173
236,20,4.0170,130.77,+0.6801,0.1271,b2174
187,20,4.0935,129.73,-0.4738,0.0802,b2175
517,20,4.1456,131.05,+0.1015,0.0986,b2176
603,19,4.1369,133.30,-0.4373,0.1410,b2177
363,19,3.9917,128.79,+0.5837,0.1405,b2178
340,20,4.0088,129.61,+0.3732,0.1324,b2179
528,19,3.9885,128.96,-0.0670,0.0379,b2180
113,20,4.0898,127.54,-0.1133,0.0973,b2181
395,20,3.9670,127.39,+0.9461,0.1418,b2182
230,20,4.0995,129.82,-0.3726,0.0652,b2183
585,20,4.1345,131.29,-0.2817,0.0906,b2184
93,18,3.9841,131.39,-0.4935,0.0753,b2185
334,20,4.0302,130.81,-0.3713,0.0898,b2186
74,18,3.8931,128.00,-0.2122,0.0270,b2187
585,19,4.1110,132.79,-0.1253,0.1197,b2188
,,,,,,b2190
337,20,4.1707,134.27,-0.5409,0.0890,b2192
214,18,3.9170,127.48,-0.0229,0.0374,b2193
349,20,4.0843,129.59,-0.1748,0.0774,b2194
184,20,4.0748,130.30,-0.1995,0.0978,b2195
646,20,3.9880,128.29,+0.6393,0.1269,b2196
158,20,4.0838,129.08,-0.2892,0.0696,b2197
68,17,3.7076,129.72,+0.5029,0.1176,b2198
244,20,4.0344,131.69,+0.5803,0.1393,b2199
219,19,3.7120,125.18,+1.1306,0.0776,b2200
206,20,3.9779,129.20,-0.2422,0.0583,b2201
199,20,4.2633,133.35,-0.6357,0.0955,b2202
148,20,4.1899,127.12,-0.4277,0.0743,b2203
286,20,4.0865,128.94,+0.3913,0.0944,b2204
230,20,4.0629,125.73,-0.1635,0.0478,b2205
827,20,4.1950,130.34,-0.4410,0.1040,b2206
86,19,3.8543,126.38,-0.0884,0.0349,b2207
163,20,4.1049,127.82,-0.2706,0.0859,b2208
53,19,4.0129,132.53,+0.0943,0.1321,b4604
161,20,4.0863,130.08,-0.2708,0.0932,b2209
547,19,4.0983,127.85,-0.2592,0.0768,b2210
546,19,4.0333,130.47,+0.1907,0.0971,b2211
215,20,4.1476,129.30,-0.2963,0.1023,b2212
353,20,4.0888,128.99,-0.3558,0.0652,b2213
350,20,4.1214,127.73,-0.2880,0.0686,b2214
366,19,3.9353,127.90,-0.5399,0.1421,b2215
889,20,4.0972,130.75,-0.2369,0.0664,b2216
215,19,3.9654,127.42,+0.0126,0.0512,b2217
948,20,4.1376,130.21,-0.1120,0.0749,b2218
607,20,4.0484,129.45,-0.0366,0.0577,b2219
460,20,4.1018,131.12,-0.1726,0.0543,b2220
219,20,3.9600,124.76,+0.1475,0.0365,b2221
215,20,4.0368,124.11,+0.1642,0.0419,b2222
439,20,4.0147,125.94,+0.7809,0.1139,b2223
393,19,3.9324,120.31,+0.2639,0.0407,b2224
257,19,4.1210,127.56,-0.3315,0.0856,b2225
548,20,4.0923,129.92,-0.3259,0.0912,b2226
,,,,,,b4500
206,20,4.1976,132.66,-0.3481,0.1117,b2229
561,20,4.1153,129.46,-0.2160,0.0998,b2230
874,20,4.0318,128.79,-0.2423,0.0492,b2231
239,20,4.1351,128.50,-0.2347,0.0753,b2232
1249,20,3.9731,122.90,-0.3221,0.0713,b2233
760,20,4.1682,130.68,-0.3403,0.0974,b2234
375,20,4.1713,133.66,-0.2811,0.1067,b2235
83,20,4.0204,128.18,+0.0542,0.0482,b2236
215,20,4.1537,134.98,-0.4856,0.1209,b2237
,,,,,,b2238
357,20,4.1463,132.00,-0.5597,0.1064,b2239
451,20,4.1126,129.24,+0.4902,0.1552,b2240
541,20,4.0560,126.72,-0.1377,0.0425,b2241
418,20,4.0391,126.17,+0.0574,0.0622,b2242
395,20,4.1713,129.30,-0.2195,0.0759,b2243
298,20,4.1223,134.70,-0.3503,0.0940,b2244
60,17,3.7332,130.21,-0.5883,0.0333,b4543
266,20,4.0658,126.16,-0.0541,0.0714,b2245
428,20,3.9323,125.83,+0.7318,0.1168,b2246
400,20,4.2165,128.21,-0.2135,0.0900,b2247
259,20,4.0581,129.04,-0.0645,0.0656,b2248
399,20,4.0601,128.48,-0.0596,0.0702,b2249
179,19,3.8919,121.15,-0.1207,0.1006,b2250
140,20,4.0767,133.88,-0.4071,0.0929,b2251
199,20,4.0987,129.11,-0.2337,0.0804,b2252
378,20,4.1106,127.80,-0.0439,0.0714,b2253
321,20,4.1355,130.76,+0.0673,0.0872,b2254
659,20,4.1675,130.52,-0.1865,0.0926,b2255
295,20,4.1395,129.75,-0.2875,0.0814,b2256
549,20,4.1127,131.66,+0.4266,0.1585,b2257
110,19,3.8497,127.49,+1.1818,0.1000,b4544
127,19,3.7831,127.75,+1.1260,0.1339,b2258
87,20,4.0821,129.75,-0.2885,0.0575,b2259
450,20,4.0854,129.20,-0.0713,0.0800,b2260
319,20,4.0270,128.76,-0.1232,0.0690,b2261
284,20,4.1785,128.87,-0.3475,0.0880,b2262
251,20,4.0504,127.71,-0.0761,0.0956,b2263
555,20,4.0859,128.32,-0.1308,0.0721,b2264
430,20,4.0888,131.07,-0.3456,0.0767,b2265
100,18,3.8239,129.58,-0.5440,0.0800,b2266
152,20,4.1366,131.64,-0.2322,0.0855,b2267
304,20,4.0772,125.84,-0.0674,0.0658,b2268
402,20,4.0964,132.27,-0.5032,0.0821,b2269
574,20,4.0694,128.61,-0.4819,0.0697,b2270
322,19,4.1086,129.14,-0.1230,0.1087,b2271
166,19,4.0155,131.69,-0.2970,0.0783,b2272
237,20,4.0682,135.49,-0.2776,0.0928,b2273
139,20,4.0614,133.22,-0.2950,0.1007,b2274
281,20,4.1915,131.85,-0.3630,0.1210,b2275
484,20,3.8826,125.23,+0.9630,0.1136,b2276
508,20,4.0166,128.99,+0.8193,0.1437,b2277
612,20,3.9630,126.33,+0.8662,0.1193,b2278
99,18,3.7234,126.05,+0.9192,0.0606,b2279
183,20,3.9320,125.80,+0.9077,0.0929,b2280
179,20,4.1274,131.92,-0.3397,0.1061,b2281
324,20,4.0497,129.34,+0.8071,0.1481,b2282
907,20,4.1678,128.43,-0.3279,0.0805,b2283
444,20,4.1187,128.70,-0.3234,0.0901,b2284
165,20,4.1585,129.78,-0.4055,0.0667,b2285
595,20,4.1823,132.45,-0.3114,0.1076,b2286
219,20,4.1782,131.74,-0.3306,0.0913,b2287
146,20,3.9661,129.71,+0.5562,0.1370,b2288
311,20,4.0701,128.77,-0.0167,0.0707,b2289
404,20,4.1669,130.31,-0.1683,0.0891,b2290
198,20,4.0576,131.95,-0.2268,0.0808,b2291
609,20,3.9843,125.93,+0.7286,0.0788,b2292
215,20,3.9860,124.33,+0.1340,0.0465,b2293
163,20,4.1552,136.95,-0.5939,0.1104,b2294
150,20,4.0753,131.77,-0.0493,0.1267,b2295
399,20,4.0862,126.14,-0.0519,0.0677,b2296
713,20,4.0590,126.04,-0.0832,0.0477,b2297
505,20,4.0066,126.23,+0.7436,0.1089,b2298
179,20,4.0654,131.01,-0.4402,0.0726,b2299
183,20,4.0611,127.16,+0.0137,0.0656,b2300
213,20,4.0745,131.52,-0.2254,0.1033,b2301
214,20,4.1234,131.88,-0.3925,0.1075,b2302
119,19,3.9842,135.10,-0.4454,0.0672,b2303
296,20,4.0734,127.98,-0.0669,0.0608,b2304
295,20,4.1184,133.37,-0.2386,0.0814,b2305
256,20,4.0484,129.36,-0.2516,0.0508,b2306
237,20,4.0099,130.76,+0.6414,0.1477,b2307
227,20,3.9352,125.94,+0.7943,0.1145,b2308
259,20,4.0349,127.41,-0.3077,0.0888,b2309
259,20,3.9462,125.51,-0.2394,0.0927,b2310
188,20,3.9886,127.30,+0.2351,0.0479,b2311
504,20,4.1136,129.80,-0.2468,0.0794,b2312
161,19,3.8716,128.31,+0.9553,0.1615,b2313
219,18,3.8138,122.07,-0.3160,0.0365,b2314
421,20,4.0496,125.51,-0.0007,0.0665,b2315
303,20,4.0681,127.49,-0.1353,0.0528,b2316
218,20,3.9920,129.76,+0.8041,0.1330,b2317
269,20,4.1517,130.47,-0.3223,0.0967,b2318
336,20,3.9962,125.80,+0.0560,0.0774,b2319
377,20,4.0371,127.35,-0.0416,0.0663,b2320
330,19,3.9358,128.68,-0.3142,0.0424,b2321
391,20,3.8133,121.12,+0.9427,0.1049,b2322
405,20,4.0680,122.86,+0.0032,0.0617,b2323
667,20,4.1416,129.39,-0.2834,0.0990,b2324
91,19,3.8717,126.26,-0.1703,0.0549,b2325
181,20,4.1721,134.02,-0.4287,0.1492,b2326
268,20,3.9386,124.34,+0.8291,0.1007,b2327
273,20,4.1155,127.86,-0.2729,0.0623,b2328
360,20,4.0811,126.31,-0.2731,0.0556,b2329
309,20,4.1515,130.81,-0.1595,0.0874,b2330
182,20,4.0678,132.65,-0.4951,0.0714,b2331
272,20,4.1874,128.72,-0.1324,0.1029,b2332
178,20,4.0133,123.64,+0.0534,0.0787,b2333
161,20,4.0906,128.21,-0.2764,0.0870,b2334
169,19,4.0118,122.99,+0.0473,0.0533,b2335
249,20,4.0921,128.77,-0.2932,0.0683,b2336
,,,,,,b4661
186,20,3.9453,123.94,-0.1780,0.0914,b2339
160,20,4.0443,124.63,+0.1894,0.0500,b2340
713,20,4.0687,125.90,-0.0526,0.0547,b2341
435,20,4.0071,124.64,+0.0352,0.0552,b2342
93,18,3.9625,127.35,-0.1151,0.0645,b2343
445,19,4.0532,126.76,-0.3196,0.1348,b2344
351,20,4.0658,132.26,-0.7519,0.0912,b2345
250,20,4.1136,129.58,-0.2996,0.1240,b2346
309,20,4.0952,129.19,+0.1641,0.0874,b2347
384,20,4.1471,132.37,-0.3930,0.0964,b2349
119,19,3.9009,127.90,+0.9151,0.1765,b2350
305,19,4.0472,131.08,+0.0731,0.1082,b2351
442,20,3.9675,134.15,+0.4853,0.1833,b2352
,,,,,,b2353
145,19,4.0396,130.15,-0.5945,0.1103,b2354
,,,,,,b2355
,,,,,,b2356
163,20,4.0581,132.23,-0.8313,0.0798,b2357
,,,,,,b2358
119,18,3.9685,126.86,-0.5319,0.0420,b2359
273,20,4.0199,128.98,-0.2125,0.0806,b2360
177,20,4.1636,131.61,-0.0554,0.1130,b2361
119,20,4.0869,131.65,-0.2950,0.1176,b2362
100,19,4.0245,137.85,-0.7370,0.1000,b2363
,,,,,,b4545
65,20,4.0910,133.84,-0.5862,0.1077,b4501
310,20,4.1582,131.51,-0.2590,0.0806,b2364
444,20,3.9119,123.90,+1.1203,0.0811,b2365
441,20,4.1016,126.29,-0.0918,0.0862,b2366
511,20,4.0061,127.31,+0.6861,0.1115,b2367
386,19,4.0628,127.95,-0.2425,0.0596,b2368
203,19,4.0451,129.05,-0.1034,0.0690,b2369
1196,20,4.1482,130.55,-0.2012,0.0811,b2370
380,20,4.1699,127.28,-0.1211,0.0763,b2371
313,20,3.9339,124.94,+0.9371,0.1118,b2372
563,20,4.0988,125.35,-0.0336,0.0604,b2373
415,20,4.1828,128.08,-0.2467,0.0843,b2374
210,19,3.9302,126.72,-0.3362,0.0524,b2375
90,19,4.0151,129.27,-0.0356,0.0889,b2376
79,17,3.8023,128.45,+1.3684,0.1646,b2377
305,20,4.1787,133.90,-0.2721,0.1246,b2378
22,12,3.3908,134.16,+1.7182,0.2727,b4680
411,20,4.1407,130.10,-0.1922,0.0925,b2379
564,20,4.1030,128.84,+0.2800,0.0656,b2380
243,20,4.1602,135.59,-0.1885,0.1152,b2381
284,20,4.1017,131.42,-0.0602,0.1056,b2382
830,20,4.0930,128.83,-0.1506,0.0651,b2383
344,20,4.0437,126.33,-0.0195,0.0407,b2384
360,20,4.0657,127.67,-0.1136,0.0694,b2385
414,19,3.9183,123.85,+0.7872,0.1135,b2386
107,19,3.8831,126.30,-0.0477,0.0374,b2387
320,20,4.0673,126.06,+0.1481,0.0813,b2388
417,20,3.8682,122.15,+0.9837,0.0576,b2389
107,18,3.8127,140.57,-1.4738,0.1682,b2390
411,19,3.9409,125.18,+0.8000,0.0876,b2392
399,20,3.9175,126.60,+0.9005,0.1128,b2393
369,20,4.0255,128.47,-0.2279,0.0732,b2394
728,20,4.1268,132.54,+0.3034,0.1195,b2395
113,19,3.9355,129.26,-0.5531,0.0442,b2398
129,20,4.0614,132.44,-0.5163,0.0698,b2399
470,20,4.1935,132.20,-0.5328,0.0872,b2400
293,20,4.0723,132.27,-0.0191,0.0785,b2405
417,20,4.0402,128.30,+0.8014,0.1487,b2406
276,19,4.0963,125.57,+0.2373,0.0797,b2407
253,19,4.0346,132.97,-0.5407,0.2095,b2408
307,20,4.0283,127.96,-0.0599,0.0489,b2409
331,20,4.0365,127.55,+0.8224,0.1088,b2410
71,17,3.7554,134.43,-0.2239,0.0845,b4546
670,20,4.0394,127.65,-0.1397,0.0582,b2411
327,19,3.9997,129.10,-0.6141,0.0550,b2412
252,20,4.0954,133.71,+0.5433,0.1746,b2413
322,20,3.9873,124.66,-0.0845,0.0466,b2414
84,17,3.7868,124.80,-0.1905,0.0476,b2415
574,20,4.0161,128.49,-0.1239,0.0505,b2416
168,17,3.7801,125.76,+0.0458,0.0476,b2417
282,20,4.0504,126.87,+0.0833,0.0638,b2418
123,19,4.0630,128.44,-0.1667,0.0488,b2419
243,20,4.1780,133.63,-0.5547,0.1111,b2420
302,20,4.0776,125.68,-0.2467,0.0530,b2421
364,19,4.0520,130.40,-0.2791,0.0742,b2422
290,20,4.0250,129.70,+0.6269,0.1069,b2423
276,20,3.9135,127.23,+0.8319,0.1268,b2424
337,19,4.0856,129.19,-0.4187,0.1009,b2425
262,20,4.0067,123.74,+0.0385,0.0344,b2426
284,20,3.9607,127.32,-0.1109,0.0493,b2427
297,19,3.9969,122.63,+0.1279,0.0303,b2428
473,20,3.9732,122.99,+0.7161,0.0951,b2429
433,20,4.1429,127.95,-0.2891,0.0947,b2430
298,20,4.1246,128.43,-0.3299,0.0872,b2431
190,20,4.1413,127.22,-0.3632,0.0789,b2432
148,19,3.8769,133.01,+0.6203,0.1419,b2433
140,20,4.0360,133.46,-0.4214,0.0857,b2434
288,19,3.9902,126.57,-0.3260,0.0521,b2435
298,20,4.1610,132.69,-0.4966,0.1443,b2436
349,20,4.1676,132.66,-0.3544,0.0888,b2437
165,20,3.9300,125.55,-0.0727,0.0364,b2438
218,20,3.9472,121.86,+0.1830,0.0642,b2439
294,20,4.0408,125.61,-0.1075,0.0340,b2440
452,20,4.1191,126.98,-0.0739,0.0774,b2441
401,20,4.0616,130.81,-0.2983,0.0873,b2442
212,20,4.0796,135.91,-1.1788,0.0802,b2443
80,19,3.9212,131.22,-0.0675,0.0500,b2444
121,19,3.9460,130.65,-0.1884,0.0579,b2445
137,20,4.0931,131.74,-0.6212,0.0657,b2446
196,20,4.1999,134.12,-0.6969,0.1173,b2447
124,18,3.8969,128.26,+0.3242,0.0565,b2448
129,19,3.9742,129.68,-0.0760,0.1163,b2449
268,20,3.9923,128.47,-0.6489,0.0485,b2450
466,20,4.0082,124.13,+0.2571,0.0558,b2451
407,20,3.8949,122.82,+0.9600,0.0835,b2452
394,20,4.0106,121.78,+0.3003,0.0406,b2453
277,20,4.0864,126.08,-0.0733,0.0650,b2454
466,19,3.9644,122.89,+0.1672,0.0300,b2455
94,19,3.9582,122.35,+0.2745,0.0213,b2456
96,18,3.7963,119.23,+0.3896,0.0104,b2457
337,20,3.9950,124.59,+0.1371,0.0504,b2458
266,20,4.0362,130.88,-0.3015,0.0451,b2459
232,20,4.0996,126.93,-0.1237,0.0733,b2460
158,19,4.0955,128.83,-0.4215,0.0759,b2461
110,19,3.9359,122.56,+0.3127,0.0455,b2462
758,20,4.0731,126.55,+0.0518,0.0594,b2463
315,20,4.1210,130.74,-0.3219,0.0794,b2464
666,20,4.1357,127.46,-0.3128,0.0856,b2465
346,20,4.0855,129.57,-0.2480,0.0780,b2466
190,20,4.0587,131.70,-0.3468,0.0789,b2467
658,20,4.1658,126.97,-0.2281,0.0532,b2468
565,20,4.0605,130.49,-0.1559,0.0673,b2469
1036,20,4.0893,126.99,+0.1588,0.0878,b2470
18,12,3.4613,143.50,-0.5611,0.1111,b4606
117,20,4.1376,132.98,-0.3573,0.1026,b2471
374,20,4.1242,127.96,-0.0711,0.0749,b2472
65,16,3.5747,139.89,-0.7292,0.1385,b4547
231,19,4.0608,124.97,-0.0173,0.0736,b2473
670,20,4.0297,129.57,-0.2261,0.0836,b2474
286,20,4.1113,127.49,-0.5203,0.0839,b2475
236,20,4.0400,131.77,-0.3792,0.0890,b2476
343,20,3.9855,124.99,-0.2714,0.0612,b2477
291,20,4.0844,124.96,+0.0605,0.0447,b2478
189,20,4.0940,127.11,-0.0270,0.0476,b2479
155,20,4.1311,130.82,-0.4465,0.0968,b2480
204,20,4.0609,125.88,-0.1265,0.0441,b2481
671,20,3.9561,125.96,+0.8863,0.0969,b2482
314,20,3.8971,126.96,+0.9089,0.1019,b2483
478,20,3.9466,125.97,+0.8971,0.1234,b2484
215,20,3.9254,125.98,+1.0837,0.0791,b2485
525,20,3.9392,125.86,+0.9771,0.0952,b2486
554,20,4.1558,132.16,-0.2875,0.0957,b2487
180,20,4.0480,129.18,-0.2094,0.0611,b2488
251,20,4.1186,129.38,-0.1693,0.0717,b2489
136,20,4.1132,131.45,+0.1449,0.0956,b2490
669,20,4.0748,130.35,-0.1913,0.0538,b2491
281,20,4.0242,126.25,+0.8986,0.1032,b2492
352,20,3.9371,128.94,+1.0384,0.1193,b2493
486,19,3.9999,128.63,-0.3879,0.0700,b2494
118,18,3.9210,130.30,-0.3797,0.0254,b2495
232,20,4.0231,132.17,-0.2013,0.0819,b2496
428,20,3.8952,122.95,+1.0428,0.0818,b2497
207,20,3.9976,126.15,+0.0643,0.0435,b2498
344,20,4.0798,124.71,+0.0291,0.0610,b2499
211,20,4.0973,127.44,-0.1332,0.0758,b2500
687,20,4.0942,134.87,-0.3440,0.1019,b2501
512,20,4.1220,131.27,-0.2436,0.0723,b2502
746,20,4.1335,132.57,+0.2539,0.1153,b2503
62,18,3.8628,135.96,-0.4323,0.1290,b2504
171,19,3.9399,120.68,-0.0912,0.0468,b2505
178,20,3.7859,130.83,-1.1354,0.0393,b2506
524,20,4.1385,129.71,-0.1002,0.0859,b2507
487,19,3.9989,124.53,-0.1025,0.0370,b2508
455,20,4.0764,131.60,-0.5330,0.0571,b2509
70,18,3.9612,130.09,-0.2086,0.0571,b2510
489,20,4.0814,130.26,-0.3384,0.0695,b2511
391,20,4.0076,124.76,+0.0041,0.0691,b2512
205,19,3.9029,125.46,-0.2322,0.0585,b2513
423,20,4.0785,128.84,-0.2768,0.0780,b2514
371,19,4.0318,127.27,-0.1628,0.0377,b2515
336,20,3.9757,125.28,-0.3982,0.0506,b2516
383,20,4.1589,130.12,-0.2966,0.0627,b2517
142,19,4.0017,125.86,-0.0958,0.0915,b2518
769,20,4.0566,128.44,-0.2204,0.0806,b2519
1652,20,4.0664,127.84,-0.3224,0.0738,b2520
280,20,4.0415,127.52,-0.0904,0.0821,b2521
257,20,4.0068,128.88,-0.1844,0.0700,b2522
426,20,4.0840,126.07,-0.2190,0.0798,b2523
65,20,3.9557,134.66,-0.5569,0.1077,b2524
110,20,4.0313,128.76,-0.3773,0.0273,b2525
615,20,3.9489,124.52,-0.0309,0.0390,b2526
170,19,3.8897,135.59,-0.6129,0.0941,b2527
106,19,3.9381,125.63,-0.1217,0.0943,b2528
127,20,3.9996,125.88,-0.3732,0.0551,b2529
403,20,4.1313,129.53,-0.2787,0.0670,b2530
161,20,3.9721,124.77,-0.2696,0.0373,b2531
245,20,4.0699,127.80,-0.1408,0.0490,b2532
266,20,4.0559,127.12,-0.1789,0.0827,b2533
283,20,4.1215,128.85,-0.0611,0.1095,b2534
425,20,4.0697,133.05,-0.2362,0.0871,b2535
378,20,3.9405,127.65,+0.8984,0.1402,b2536
295,20,4.0491,128.82,+0.1183,0.0610,b2537
452,20,4.2000,130.76,-0.4896,0.1173,b2538
171,20,4.0686,137.49,-0.6398,0.0994,b2539
105,19,4.0335,124.49,+0.0229,0.0762,b2540
269,20,4.0312,123.41,+0.1599,0.0706,b2541
399,20,4.0696,127.86,-0.1476,0.0576,b2542
139,19,3.8576,126.37,+1.0640,0.1295,b2543
289,20,4.1633,130.70,-0.4007,0.1315,b2544
352,20,4.1389,125.69,-0.0185,0.0739,b2545
331,20,3.7556,121.74,+1.1387,0.0725,b2546
502,20,4.0268,127.31,-0.0315,0.0398,b2547
326,20,4.0185,125.10,-0.0761,0.0521,b2548
1092,20,4.1669,131.28,-0.3552,0.1099,b2549
396,20,4.1587,130.06,-0.2020,0.0783,b2550
416,20,4.1001,126.59,-0.2382,0.0817,b2551
395,20,4.1426,128.69,-0.2954,0.0987,b2552
111,17,3.7547,128.61,-0.0081,0.0631,b2553
443,20,4.0409,128.62,-0.1609,0.0542,b2554
236,20,4.0227,133.26,-0.7559,0.0636,b2555
474,20,4.0674,130.21,-0.1447,0.0633,b2556
1294,20,4.1194,127.17,-0.2366,0.0703,b2557
517,19,4.0945,130.50,-0.3408,0.1044,b2558
166,20,4.1237,129.87,-0.2319,0.0602,b2559
210,20,4.0581,133.68,-0.0495,0.1143,b2560
281,20,3.9984,126.76,-0.0135,0.0463,b2561
85,19,4.0249,131.45,-0.3365,0.0471,b2562
25,12,3.1631,136.16,+1.5800,0.0800,b4687
125,20,3.9484,129.24,-0.0016,0.0800,b2563
242,19,3.9383,126.42,-0.0996,0.0331,b2564
241,20,4.0042,131.05,-0.2664,0.1079,b2565
300,20,4.1053,130.22,-0.1993,0.0633,b2566
225,20,4.0382,130.91,-0.4591,0.0622,b2567
323,20,4.1505,128.88,-0.1622,0.1053,b2568
598,20,4.1146,129.09,-0.2038,0.0652,b2569
158,20,3.9329,122.38,+0.5285,0.0696,b2570
317,20,4.0675,130.32,-0.2640,0.0883,b2571
215,20,4.0179,130.44,-0.6112,0.0512,b2572
190,20,4.0256,131.42,-0.2658,0.0789,b2573
539,20,4.1500,129.68,-0.2360,0.0742,b2574
244,20,4.1302,129.16,-0.1029,0.0902,b2575
443,20,4.0419,130.35,-0.5630,0.0497,b2576
