acgt,ryr,gcc,Hgc,gcs,ats,locus_tag
1695,0.9755,0.5304,0.9973,+0.0590,+0.0402,b0445
813,0.9403,0.5166,0.9992,-0.0429,-0.1094,b0446
453,1.0314,0.5232,0.9984,-0.0127,+0.0185,b0447
1767,1.0102,0.5405,0.9953,-0.0953,-0.1010,b0448
1776,1.0414,0.5636,0.9883,-0.0989,-0.0813,b0449
333,1.2500,0.5135,0.9995,-0.1228,+0.0988,b0450
1281,1.0301,0.5636,0.9883,-0.1967,-0.2200,b0451
855,0.9700,0.5275,0.9978,-0.0111,-0.0446,b0452
567,0.9825,0.5432,0.9946,+0.0455,+0.0347,b0453
384,1.0757,0.5469,0.9937,-0.0381,+0.0345,b0454
348,1.2745,0.4971,1.0000,-0.2254,+0.0171,b0456
1545,1.0329,0.4803,0.9989,-0.0270,+0.0062,b0457
465,0.8093,0.4753,0.9982,+0.0769,-0.1311,b0458
546,1.0000,0.4872,0.9995,-0.0226,-0.0214,b0459
213,1.0481,0.4131,0.9781,+0.0909,+0.1040,b0460
369,1.0847,0.4065,0.9746,-0.0133,+0.0594,b0461
3144,1.0128,0.5401,0.9954,-0.0660,-0.0636,b0462
1188,1.1639,0.5404,0.9953,-0.0218,+0.1392,b0463
642,1.0777,0.4564,0.9945,-0.0171,+0.0544,b0464
3357,1.0722,0.5195,0.9989,-0.0436,+0.0254,b0465
156,1.3284,0.4872,0.9995,-0.1842,+0.1000,b0466
522,1.1048,0.5900,0.9765,-0.0325,+0.0748,b0467
372,0.7799,0.5242,0.9983,-0.0359,-0.2994,b0468
546,1.0074,0.5476,0.9934,+0.0234,+0.0364,b0469
1926,1.1258,0.5774,0.9827,-0.0324,+0.0958,b0470
324,1.4545,0.5309,0.9972,-0.1047,+0.2763,b0471
600,1.0408,0.5817,0.9807,-0.0544,-0.0279,b0472
1869,1.1433,0.5292,0.9975,-0.0233,+0.1159,b0473
639,1.1809,0.5211,0.9987,-0.0691,+0.0980,b0474
957,1.0362,0.5413,0.9951,-0.0502,-0.0205,b0475
954,0.9469,0.5220,0.9986,-0.0321,-0.0921,b0476
1299,1.1088,0.5204,0.9988,-0.0414,+0.0626,b0477
1671,1.0060,0.5560,0.9909,-0.1259,-0.1509,b0478
1215,0.8437,0.5251,0.9982,-0.0251,-0.2062,b0479
1647,1.2780,0.5100,0.9997,-0.1310,+0.1128,b0480
474,1.1944,0.5127,0.9995,-0.0453,+0.1342,b0481
789,1.0283,0.5437,0.9945,+0.0210,+0.0556,b0482
336,1.2550,0.4524,0.9934,-0.0921,+0.1304,b0483
2499,1.1712,0.5838,0.9796,-0.1131,+0.0308,b0484
927,1.0464,0.5329,0.9969,-0.0364,+0.0069,b0485
1287,0.8899,0.5346,0.9965,-0.0988,-0.2387,b0486
402,1.2210,0.5896,0.9767,-0.0211,+0.2121,b0487
453,1.0876,0.5784,0.9822,-0.1985,-0.1728,b0488
912,1.1062,0.5296,0.9975,-0.0186,+0.0862,b0489
672,1.0741,0.4568,0.9946,-0.0098,+0.0575,b0490
774,1.0751,0.4625,0.9959,-0.1453,-0.0577,b0491
849,1.1938,0.5607,0.9894,-0.0882,+0.0885,b0492
804,1.1102,0.5448,0.9942,-0.0685,+0.0328,b0493
621,0.9346,0.5314,0.9972,+0.0242,-0.0447,b0494
681,1.1281,0.5683,0.9865,-0.0904,+0.0204,b0495
2409,1.0696,0.5766,0.9830,-0.1260,-0.0922,b0496
4275,1.2679,0.6019,0.9698,-0.1014,+0.1434,b0497
363,1.2547,0.3085,0.8915,-0.3036,+0.0279,b0498
,,,,,,b0499
,,,,,,b0501
,,,,,,b4632
,,,,,,b0502
1089,1.1780,0.5583,0.9902,-0.1020,+0.0561,b0503
921,1.0421,0.5266,0.9980,-0.0268,+0.0138,b0504
477,1.0042,0.5136,0.9995,-0.0367,-0.0345,b0505
810,1.0930,0.5284,0.9977,-0.1262,-0.0471,b0506
1776,1.0603,0.5304,0.9973,-0.0828,-0.0312,b0507
771,1.0894,0.4488,0.9924,-0.1272,-0.0259,b0508
873,1.0590,0.5086,0.9998,-0.0856,-0.0303,b0509
1449,0.8941,0.4714,0.9976,-0.0717,-0.1697,b0511
1356,1.1089,0.5177,0.9991,-0.0798,+0.0214,b0512
1296,0.7490,0.5139,0.9994,-0.0180,-0.3143,b0513
1140,1.2530,0.5579,0.9903,-0.2107,-0.0119,b0514
780,0.9949,0.4641,0.9963,-0.0442,-0.0431,b0515
1230,1.1617,0.5154,0.9993,-0.0915,+0.0570,b0516
1044,1.0311,0.5259,0.9981,+0.0018,+0.0343,b0517
1662,1.0775,0.5572,0.9906,-0.0540,+0.0163,b0518
,,,,,,b4572
810,0.9565,0.5704,0.9857,-0.0649,-0.1379,b0520
888,1.2538,0.5709,0.9854,-0.1953,+0.0026,b0521
1062,1.0742,0.5669,0.9871,-0.0997,-0.0478,b0522
504,1.0826,0.5933,0.9748,-0.0033,+0.0927,b0523
717,0.9917,0.5467,0.9937,-0.0357,-0.0523,b0524
489,1.1354,0.4826,0.9991,+0.0085,+0.1304,b0525
1380,1.1529,0.5464,0.9938,-0.0769,+0.0639,b0526
516,0.8233,0.5349,0.9965,-0.1304,-0.3583,b0527
207,1.3258,0.5556,0.9911,-0.1652,+0.1087,b0528
861,1.0307,0.5459,0.9939,-0.0255,+0.0026,b0529
537,0.9110,0.4488,0.9924,+0.0373,-0.0541,b0530
687,1.0147,0.4279,0.9850,+0.0136,+0.0229,b0531
2598,1.0249,0.4788,0.9987,-0.0707,-0.0414,b0532
978,0.9718,0.4560,0.9944,-0.0717,-0.0865,b0533
510,1.0482,0.5039,1.0000,-0.0739,-0.0277,b0534
627,1.0490,0.3684,0.9495,-0.0043,+0.0354,b0535
1158,1.3827,0.4706,0.9975,-0.1156,+0.2007,b0537
,,,,,,b4633
,,,,,,b0539
,,,,,,b4508
,,,,,,b0542
294,1.1778,0.5034,1.0000,+0.0946,+0.2603,b0540
861,1.1418,0.5528,0.9919,-0.0840,+0.0442,b0541
327,0.8371,0.4159,0.9795,-0.1176,-0.2356,b0543
1521,1.2401,0.3563,0.9396,-0.1771,+0.0684,b0544
546,1.0840,0.4249,0.9837,-0.0862,+0.0064,b0545
792,1.0787,0.3636,0.9457,-0.0486,+0.0317,b0546
96,0.8113,0.5000,1.0000,+0.2083,+0.0000,b4588
450,1.0362,0.5067,0.9999,+0.0351,+0.0721,b0547
165,1.2000,0.4909,0.9998,+0.0123,+0.1905,b0548
285,1.2441,0.5368,0.9961,-0.1242,+0.0909,b0549
357,1.1000,0.5322,0.9970,+0.0105,+0.1138,b0550
135,0.9286,0.4815,0.9990,-0.0154,-0.0857,b4509
378,1.2105,0.4339,0.9873,-0.2683,-0.0374,b0551
,,,,,,b0553
1011,1.1239,0.5490,0.9931,+0.0234,+0.1579,b0552
210,1.2105,0.4857,0.9994,-0.1373,+0.0556,b0554
492,1.1770,0.4776,0.9986,-0.0638,+0.0973,b0555
456,1.1818,0.5132,0.9995,-0.0171,+0.1532,b0556
177,1.0345,0.5763,0.9831,+0.0000,+0.0400,b4510
288,1.1022,0.4201,0.9815,+0.0248,+0.1018,b0557
405,1.1204,0.3185,0.9028,+0.0698,+0.1159,b0558
201,1.1613,0.3980,0.9698,-0.1750,+0.0083,b0559
189,1.3333,0.4392,0.9893,+0.0843,+0.3208,b4589
540,1.3077,0.5296,0.9975,-0.1329,+0.1339,b0560
,,,,,,b4634
,,,,,,b0561
,,,,,,b0562
,,,,,,b0563
744,1.1197,0.3172,0.9013,-0.0763,+0.0472,b0564
948,1.1693,0.4357,0.9880,-0.0266,+0.1178,b0565
756,0.9688,0.4643,0.9963,+0.0826,+0.0420,b0566
885,0.9623,0.5254,0.9981,+0.0151,-0.0238,b0567
2967,1.0705,0.5514,0.9924,+0.0012,+0.0774,b0568
2232,0.9805,0.5255,0.9981,-0.0230,-0.0463,b0569
1437,0.9821,0.5219,0.9986,+0.0107,-0.0073,b0570
678,1.0991,0.5413,0.9951,-0.1226,-0.0418,b0571
1368,1.0982,0.5132,0.9995,-0.0427,+0.0511,b0572
327,1.1513,0.4587,0.9951,+0.0400,+0.1638,b0573
1218,1.0750,0.5583,0.9902,-0.0324,+0.0409,b0574
3138,1.1089,0.5577,0.9904,-0.1303,-0.0476,b0575
1371,0.9042,0.5259,0.9981,-0.1068,-0.2246,b0576
1242,0.9714,0.4767,0.9984,-0.0743,-0.0954,b0577
648,1.0637,0.5185,0.9990,-0.0119,+0.0513,b0578
363,1.0279,0.4766,0.9984,-0.0058,+0.0211,b0579
243,0.6875,0.5144,0.9994,+0.0240,-0.3559,b0580
1113,0.9875,0.5211,0.9987,-0.0172,-0.0319,b0581
147,1.1000,0.4830,0.9992,-0.2394,-0.1316,b4415
1107,1.0808,0.5212,0.9987,-0.0503,+0.0264,b0582
615,1.0707,0.4780,0.9986,-0.0204,+0.0467,b0583
2235,1.2041,0.5414,0.9951,-0.0628,+0.1278,b0584
1119,1.0383,0.5514,0.9924,-0.0308,+0.0040,b0585
213,1.0286,0.5634,0.9884,-0.0167,+0.0108,b4511
3876,1.0198,0.5660,0.9874,-0.0428,-0.0333,b0586
1128,1.1404,0.4512,0.9931,-0.0727,+0.0598,b0587
810,1.1429,0.5420,0.9949,-0.0706,+0.0620,b0588
987,0.8764,0.5836,0.9797,-0.0556,-0.2360,b0589
999,0.8603,0.6116,0.9638,-0.0409,-0.2577,b0590
1245,0.9545,0.5823,0.9804,-0.1448,-0.2577,b0591
951,1.0674,0.5521,0.9922,+0.0171,+0.0939,b0592
1170,0.9764,0.5667,0.9871,-0.0136,-0.0454,b0593
1605,1.0316,0.5614,0.9891,-0.0344,-0.0085,b0594
852,1.1141,0.5563,0.9908,-0.0802,+0.0212,b0595
741,1.1354,0.5830,0.9800,-0.1157,-0.0097,b0596
408,1.1702,0.5711,0.9854,-0.1330,+0.0057,b0597
2100,0.9868,0.5733,0.9844,-0.1279,-0.1875,b0598
192,1.2326,0.5312,0.9972,-0.1176,+0.0889,b4512
1083,1.0056,0.5531,0.9919,-0.0317,-0.0331,b0599
1155,0.9777,0.5394,0.9955,-0.0144,-0.0414,b0600
624,1.1592,0.4696,0.9973,-0.0034,+0.1360,b0601
1215,1.0050,0.4774,0.9985,+0.0483,+0.0488,b0602
897,0.9332,0.3868,0.9627,+0.1182,+0.0182,b0603
741,1.2455,0.4710,0.9976,-0.0258,+0.1837,b0604
558,1.0515,0.5036,1.0000,+0.0747,+0.1264,b0605
1560,1.1667,0.5327,0.9969,-0.0469,+0.1111,b0606
423,0.9315,0.5035,1.0000,+0.0047,-0.0667,b0607
1233,1.1556,0.5020,1.0000,-0.1373,+0.0065,b0608
405,1.0149,0.5531,0.9919,+0.0089,+0.0276,b0610
801,1.0126,0.5144,0.9994,+0.0291,+0.0437,b0611
1458,0.8862,0.5075,0.9998,-0.0730,-0.1978,b0612
873,0.9886,0.5498,0.9928,+0.0083,-0.0025,b0613
546,0.9091,0.5879,0.9776,+0.0903,+0.0133,b0614
1527,0.9909,0.5652,0.9877,+0.0035,-0.0060,b0615
903,0.9461,0.5781,0.9823,+0.0421,-0.0079,b0616
291,1.0493,0.5636,0.9883,+0.0366,+0.1024,b0617
1053,0.9392,0.5100,0.9997,+0.0764,+0.0155,b0618
1653,1.0924,0.5015,1.0000,-0.1170,-0.0291,b0619
675,1.0898,0.5067,0.9999,-0.0409,+0.0450,b0620
1380,0.8474,0.5109,0.9997,-0.0440,-0.2148,b0621
555,1.0182,0.4703,0.9974,-0.0728,-0.0476,b0622
204,1.0606,0.4461,0.9916,-0.0330,+0.0265,b0623
378,0.9485,0.4868,0.9995,-0.0978,-0.1443,b0624
,,,,,,b4581
198,1.4146,0.5051,0.9999,-0.2800,+0.0612,b0627
960,1.0469,0.5365,0.9962,-0.0175,+0.0292,b0628
948,0.9268,0.4483,0.9923,+0.1059,+0.0172,b0629
636,1.0516,0.4796,0.9988,-0.0557,-0.0030,b0630
258,1.0806,0.4690,0.9972,+0.0579,+0.1241,b0631
1206,1.0235,0.4950,0.9999,-0.0084,+0.0148,b0632
1083,1.0281,0.5743,0.9840,+0.0514,+0.1020,b0633
1107,0.8827,0.5221,0.9986,-0.0415,-0.1758,b0634
1896,1.0519,0.5264,0.9980,-0.0140,+0.0379,b0635
462,1.1000,0.5844,0.9793,-0.0444,+0.0521,b0636
312,1.1081,0.5192,0.9989,-0.0864,+0.0133,b0637
606,1.0066,0.5132,0.9995,-0.0161,-0.0102,b0638
636,0.9875,0.5016,1.0000,+0.0596,+0.0473,b0639
1026,1.0078,0.5244,0.9983,-0.0260,-0.0205,b0640
576,1.0498,0.5226,0.9985,-0.0033,+0.0473,b0641
2577,1.1547,0.5343,0.9966,-0.0501,+0.0967,b0642
477,1.3268,0.5304,0.9973,-0.1304,+0.1518,b0643
972,1.2345,0.4712,0.9976,-0.1004,+0.1089,b0644
702,0.9392,0.4587,0.9951,-0.0373,-0.0895,b0645
1422,1.0056,0.4754,0.9983,-0.0266,-0.0188,b0646
549,1.1279,0.4299,0.9858,+0.0169,+0.1182,b0647
702,1.0466,0.4772,0.9985,-0.0687,-0.0191,b0648
1446,1.1647,0.4779,0.9986,-0.1288,+0.0278,b0649
1665,1.1076,0.5015,1.0000,-0.0754,+0.0265,b0650
930,1.0174,0.5108,0.9997,-0.0232,-0.0066,b0651
720,1.1557,0.5264,0.9980,-0.0871,+0.0557,b0652
669,0.8379,0.5052,0.9999,-0.0888,-0.2689,b0653
735,0.8375,0.5279,0.9978,-0.0258,-0.2161,b0654
903,1.1449,0.4895,0.9997,+0.0317,+0.1627,b0655
1011,1.1239,0.5490,0.9931,+0.0234,+0.1579,b0656
1533,0.8973,0.5584,0.9901,-0.0164,-0.1433,b0657
873,1.1036,0.5178,0.9991,-0.0398,+0.0594,b0658
462,1.2759,0.5216,0.9986,-0.1452,+0.0950,b0659
1035,1.1429,0.5449,0.9942,+0.0000,+0.1465,b0660
1419,1.0868,0.5433,0.9946,-0.0298,+0.0556,b0661
1170,1.1005,0.5726,0.9847,-0.1433,-0.0800,b0662
1659,1.0686,0.5226,0.9985,-0.0404,+0.0253,b0674
747,0.9762,0.5315,0.9971,-0.0378,-0.0686,b0675
1215,1.0216,0.5317,0.9971,+0.0062,+0.0299,b0676
1143,1.0632,0.5197,0.9989,-0.0202,+0.0419,b0677
795,1.0229,0.4906,0.9997,+0.0205,+0.0420,b0678
1941,0.9847,0.5487,0.9931,-0.0648,-0.0959,b0679
1659,1.0816,0.5262,0.9980,-0.0309,+0.0483,b0680
1401,1.0603,0.5132,0.9995,-0.0097,+0.0499,b0681
321,1.4692,0.4860,0.9994,-0.0769,+0.2970,b0682
441,1.0900,0.4830,0.9992,+0.0329,+0.1140,b0683
81,0.9756,0.4074,0.9751,+0.1515,+0.0833,b4637
525,1.1084,0.4914,0.9998,-0.0310,+0.0712,b0684
288,1.3802,0.5451,0.9941,-0.0828,+0.2519,b0685
759,1.0079,0.5112,0.9996,-0.0155,-0.0081,b0686
540,1.1012,0.5000,1.0000,+0.0000,+0.0963,b0687
1635,1.0962,0.5541,0.9915,-0.0419,+0.0508,b0688
489,1.1261,0.4581,0.9949,-0.0268,+0.0868,b0689
,,,,,,b0691
,,,,,,b4636
1314,0.9467,0.5076,0.9998,-0.0915,-0.1499,b0692
2193,1.0046,0.4938,0.9999,-0.0231,-0.0180,b0693
252,1.2105,0.4444,0.9911,-0.1250,+0.0714,b4590
672,0.9882,0.5670,0.9870,-0.0184,-0.0378,b0694
2679,1.0608,0.5763,0.9831,-0.0557,-0.0062,b0695
567,1.0469,0.5397,0.9955,-0.0327,+0.0115,b0696
2043,1.0512,0.5629,0.9886,-0.0713,-0.0347,b0697
1668,0.9085,0.5558,0.9910,-0.0831,-0.2119,b0698
84,0.9091,0.4881,0.9996,-0.2683,-0.3488,b4513
201,0.8962,0.5075,0.9998,-0.0196,-0.1313,b0699
4188,1.1655,0.5922,0.9753,-0.0290,+0.1452,b0700
321,0.8994,0.3146,0.8985,-0.1683,-0.1545,b0702
,,,,,,b0703
564,1.2292,0.3688,0.9497,-0.1635,+0.0674,b0704
,,,,,,b4514
,,,,,,b0705
756,1.2105,0.3968,0.9691,-0.1067,+0.0877,b0706
504,0.7936,0.5060,0.9999,+0.1216,-0.1084,b0707
1413,1.1474,0.5364,0.9962,-0.1214,+0.0076,b0708
1476,0.9119,0.5257,0.9981,-0.0747,-0.1800,b0709
738,1.1516,0.5379,0.9958,-0.1537,-0.0264,b0710
651,1.1000,0.5791,0.9819,-0.1671,-0.1168,b0711
927,1.0785,0.5566,0.9907,-0.1008,-0.0414,b0712
729,1.2024,0.5802,0.9813,-0.0780,+0.1111,b0713
786,1.0051,0.5254,0.9981,-0.0363,-0.0349,b0714
1041,0.7887,0.5629,0.9885,+0.0000,-0.2703,b0715
1056,1.0269,0.4498,0.9927,+0.0105,+0.0327,b0716
723,1.1017,0.4786,0.9987,+0.0347,+0.1247,b0717
2442,1.0066,0.5000,1.0000,+0.0303,+0.0369,b0718
561,1.1660,0.4706,0.9975,-0.0530,+0.0976,b0719
1278,0.9571,0.5086,0.9998,+0.0308,-0.0127,b0720
384,0.8028,0.4974,1.0000,+0.0576,-0.1606,b0721
342,0.7720,0.5146,0.9994,-0.0568,-0.3253,b0722
1761,1.0718,0.5645,0.9880,-0.0604,+0.0013,b0723
711,1.0028,0.5190,0.9990,-0.0407,-0.0409,b0724
2796,1.0290,0.5576,0.9904,-0.0006,+0.0315,b0726
1212,1.1413,0.5602,0.9895,-0.0486,+0.0882,b0727
1161,1.1823,0.5452,0.9941,-0.0932,+0.0720,b0728
864,1.1073,0.5405,0.9953,-0.0236,+0.0831,b0729
717,1.1467,0.4840,0.9993,-0.0490,+0.0865,b0730
1971,1.0112,0.5469,0.9936,-0.0946,-0.1019,b0731
2628,1.1245,0.4939,0.9999,-0.0663,+0.0511,b0732
1563,0.8900,0.5304,0.9973,-0.0253,-0.1526,b0733
1134,0.8744,0.5406,0.9952,-0.0408,-0.1939,b0734
108,1.0000,0.5278,0.9978,-0.0877,-0.0980,b4515
288,0.7888,0.5035,1.0000,-0.1448,-0.3846,b0735
399,1.0050,0.4962,1.0000,-0.0505,-0.0448,b0736
687,0.9913,0.5066,0.9999,-0.0345,-0.0442,b0737
423,1.1472,0.5225,0.9985,-0.1312,+0.0000,b0738
1260,1.7753,0.5238,0.9984,-0.1545,+0.4167,b0739
1287,0.9770,0.5322,0.9970,-0.0482,-0.0797,b0740
516,1.1235,0.5174,0.9991,-0.0112,+0.1084,b0741
786,1.1593,0.4975,1.0000,-0.0128,+0.1342,b0742
1038,1.1141,0.5039,1.0000,-0.0593,+0.0485,b0750
714,0.9194,0.4846,0.9993,-0.1272,-0.2011,b0751
936,0.8986,0.5331,0.9968,-0.0220,-0.1396,b0752
375,1.3148,0.5093,0.9997,+0.0052,+0.2826,b0753
1047,1.1677,0.5234,0.9984,-0.0730,+0.0822,b0754
747,1.3056,0.5127,0.9995,-0.1540,+0.1099,b0755
1035,0.9904,0.5575,0.9904,+0.0017,-0.0087,b0756
1143,1.0782,0.5302,0.9974,-0.0198,+0.0577,b0757
1041,1.0214,0.5600,0.9896,+0.0395,+0.0742,b0758
1011,1.0466,0.5460,0.9939,+0.0290,+0.0850,b0759
1467,0.9798,0.5276,0.9978,-0.0233,-0.0476,b0760
783,1.0992,0.5287,0.9976,+0.0000,+0.1003,b0761
144,0.9726,0.4167,0.9799,-0.1000,-0.0952,b0762
768,1.1453,0.5117,0.9996,-0.0941,+0.0400,b0763
684,0.8486,0.5439,0.9944,-0.0806,-0.2756,b0764
1053,1.1316,0.5366,0.9961,-0.1044,+0.0123,b0765
813,1.0274,0.5178,0.9991,+0.0119,+0.0408,b0766
990,1.0625,0.5535,0.9917,-0.0620,-0.0090,b0767
948,1.1067,0.4494,0.9926,-0.0798,+0.0268,b0768
1047,1.0291,0.4890,0.9997,-0.0547,-0.0243,b0769
1428,0.9271,0.4993,1.0000,-0.0771,-0.1524,b0770
2256,1.1064,0.5155,0.9993,-0.0731,+0.0265,b0771
1278,1.0318,0.5344,0.9966,-0.0161,+0.0151,b0772
471,0.9790,0.5287,0.9976,-0.0602,-0.0901,b0773
1284,1.0189,0.5646,0.9879,-0.0400,-0.0304,b0774
1035,1.1928,0.5565,0.9908,-0.0521,+0.1329,b0775
1149,1.0591,0.5822,0.9804,-0.0912,-0.0583,b0776
750,1.0270,0.5680,0.9866,-0.0329,-0.0123,b0777
672,1.1470,0.5372,0.9960,-0.0360,+0.1061,b0778
2016,1.1243,0.5367,0.9961,-0.0721,+0.0428,b0779
903,1.0476,0.5161,0.9993,-0.1073,-0.0664,b0780
984,0.9680,0.5437,0.9945,+0.0243,-0.0067,b0781
507,1.0280,0.5247,0.9982,-0.0677,-0.0456,b0782
480,1.2120,0.5646,0.9879,-0.0996,+0.0909,b0783
240,1.0690,0.5667,0.9871,-0.1029,-0.0577,b0784
447,1.2690,0.5705,0.9856,-0.1294,+0.1042,b0785
699,0.8590,0.4893,0.9997,-0.0526,-0.1989,b0786
708,0.9504,0.4237,0.9831,-0.1200,-0.1324,b0787
951,0.9096,0.5247,0.9982,-0.0902,-0.1991,b0788
1236,1.0985,0.5453,0.9941,-0.0504,+0.0427,b0789
756,0.9791,0.5569,0.9906,+0.0071,-0.0149,b0790
405,1.0455,0.5481,0.9933,-0.1802,-0.1694,b0791
1101,0.8885,0.5250,0.9982,+0.0554,-0.0631,b0792
1128,0.9054,0.5523,0.9921,-0.0337,-0.1525,b0793
1731,1.1265,0.5569,0.9906,-0.0643,+0.0535,b0794
993,1.1824,0.5710,0.9854,-0.1041,+0.0563,b0795
666,0.9763,0.5435,0.9945,+0.0773,+0.0658,b0796
1359,1.0748,0.5688,0.9863,-0.0116,+0.0683,b0797
477,1.1486,0.5073,0.9998,-0.0083,+0.1319,b0798
2145,1.0968,0.5417,0.9950,-0.0654,+0.0234,b0799
957,1.1506,0.5590,0.9899,-0.0804,+0.0569,b0800
1080,1.0611,0.5583,0.9902,-0.0713,-0.0231,b0801
255,1.0565,0.5137,0.9995,+0.0229,+0.0806,b0802
261,1.2500,0.5287,0.9976,-0.0725,+0.1545,b0803
672,0.9941,0.5312,0.9972,+0.0476,+0.0476,b0804
2277,1.0026,0.5389,0.9956,+0.0660,+0.0800,b0805
255,1.1610,0.5333,0.9968,+0.0441,+0.2101,b0806
921,1.0932,0.5440,0.9944,-0.0459,+0.0429,b0807
2220,0.9304,0.5342,0.9966,-0.0152,-0.0948,b0808
717,1.1150,0.5411,0.9951,-0.0670,+0.0395,b0809
654,0.8847,0.5367,0.9961,-0.0484,-0.1881,b0810
741,1.1988,0.4899,0.9997,-0.0523,+0.1270,b0811
498,1.0837,0.4940,0.9999,+0.0569,+0.1349,b0812
882,0.8647,0.5374,0.9960,-0.0717,-0.2402,b0813
510,1.0079,0.5176,0.9991,+0.0227,+0.0325,b0814
1578,0.9874,0.4848,0.9993,+0.0118,-0.0012,b0815
264,1.2957,0.5114,0.9996,-0.1111,+0.1473,b0816
462,1.3452,0.5433,0.9946,-0.2112,+0.0711,b0817
1113,0.8929,0.5238,0.9984,-0.1252,-0.2566,b0818
915,1.0288,0.5322,0.9970,-0.0021,+0.0280,b0819
1587,1.1651,0.5287,0.9976,-0.0894,+0.0615,b0820
1260,1.0521,0.5571,0.9906,-0.0114,+0.0430,b0821
810,1.0769,0.4679,0.9970,-0.0185,+0.0534,b0822
2427,1.0726,0.5509,0.9925,-0.0097,+0.0661,b0823
894,0.9955,0.5436,0.9945,+0.0165,+0.0147,b0824
657,1.1612,0.5449,0.9942,-0.1732,-0.0435,b0825
744,1.1017,0.5551,0.9912,-0.0944,-0.0091,b0826
1230,1.0164,0.5659,0.9875,-0.0546,-0.0524,b0827
960,1.2171,0.5667,0.9871,-0.1434,+0.0385,b0828
1866,1.0195,0.5413,0.9951,-0.0752,-0.0678,b0829
1533,1.1963,0.5238,0.9984,-0.0735,+0.1068,b0830
915,0.9182,0.5377,0.9959,-0.1220,-0.2340,b0831
906,0.8377,0.5320,0.9970,-0.0705,-0.2689,b0832
2343,1.0920,0.4161,0.9796,-0.1036,+0.0015,b0833
1323,1.0575,0.4361,0.9882,-0.1231,-0.0456,b0834
1320,1.1154,0.5280,0.9977,-0.0445,+0.0658,b0835
378,1.1477,0.4894,0.9997,-0.0486,+0.0881,b0836
1110,1.0632,0.5180,0.9991,-0.0643,-0.0056,b0837
621,1.1195,0.5233,0.9984,-0.0646,+0.0473,b0838
1197,1.1375,0.5188,0.9990,-0.1272,-0.0035,b0839
753,1.0242,0.5100,0.9997,-0.0469,-0.0244,b0840
591,0.8185,0.5178,0.9991,-0.0458,-0.2561,b0841
1227,0.9569,0.5257,0.9981,-0.1380,-0.1993,b0842
279,0.9241,0.5376,0.9959,-0.0400,-0.1318,b0843
810,1.1951,0.4580,0.9949,-0.1159,+0.0661,b0844
1203,0.8915,0.5503,0.9927,-0.0937,-0.2421,b0845
531,1.1240,0.5179,0.9991,-0.0836,+0.0312,b0846
1680,0.9580,0.5161,0.9993,-0.0750,-0.1242,b0847
372,0.8325,0.5000,1.0000,-0.0538,-0.2366,b0848
252,1.2105,0.4524,0.9934,-0.1404,+0.0580,b0849
282,0.9315,0.5071,0.9999,-0.0350,-0.1079,b0850
717,1.0312,0.5286,0.9976,-0.0343,-0.0059,b0851
897,1.1306,0.5630,0.9885,-0.1287,-0.0255,b0852
471,0.9146,0.4862,0.9995,-0.0306,-0.1157,b0853
1107,1.1126,0.5104,0.9997,-0.0442,+0.0627,b0854
1128,1.1045,0.5532,0.9918,-0.0769,+0.0159,b0855
948,0.8998,0.5105,0.9997,-0.0661,-0.1767,b0856
840,0.9005,0.5488,0.9931,-0.1193,-0.2612,b0857
483,0.8941,0.5259,0.9981,-0.0787,-0.2052,b0858
1122,1.0072,0.5481,0.9933,-0.0341,-0.0335,b0859
726,1.0684,0.4504,0.9929,+0.0214,+0.0777,b0860
663,0.9500,0.5249,0.9982,-0.0862,-0.1492,b0861
711,0.8910,0.5527,0.9920,-0.0891,-0.2390,b0862
726,1.1543,0.5055,0.9999,+0.0027,+0.1476,b0863
723,1.0196,0.5297,0.9974,+0.0131,+0.0353,b0864
510,0.9392,0.5431,0.9946,+0.0903,+0.0386,b0865
318,1.1633,0.5440,0.9944,-0.1561,-0.0207,b0866
825,1.1373,0.5624,0.9887,-0.0647,+0.0637,b0867
1008,0.9882,0.5466,0.9937,+0.0272,+0.0197,b0868
1425,0.9986,0.5509,0.9925,-0.0318,-0.0406,b0869
996,1.0793,0.5643,0.9881,-0.0320,+0.0461,b0870
1713,1.0993,0.5417,0.9950,-0.0388,+0.0573,b0871
963,1.0665,0.5566,0.9907,-0.0597,-0.0023,b0872
1647,0.9843,0.5489,0.9931,-0.0044,-0.0229,b0873
894,0.7461,0.4843,0.9993,-0.0069,-0.2885,b0874
690,0.8750,0.5261,0.9980,-0.1460,-0.3028,b0875
1653,0.9988,0.5324,0.9970,-0.0636,-0.0737,b0876
987,1.0435,0.5015,1.0000,-0.0182,+0.0244,b0877
1110,1.2653,0.5315,0.9971,-0.1085,+0.1269,b0878
1941,1.0432,0.5404,0.9953,-0.1115,-0.0852,b0879
219,1.1683,0.4886,0.9996,-0.1028,+0.0536,b0880
315,1.2662,0.4540,0.9939,-0.1469,+0.0930,b0881
2271,1.1384,0.5271,0.9979,-0.0894,+0.0372,b0882
213,1.1089,0.4883,0.9996,+0.0577,+0.1560,b0884
699,0.8740,0.5422,0.9949,+0.0237,-0.1187,b0885
1716,0.9303,0.5390,0.9956,-0.0184,-0.0999,b0886
1761,0.9267,0.5378,0.9959,-0.0391,-0.1278,b0887
960,1.0426,0.5385,0.9957,+0.0097,+0.0564,b0888
